Wellhead Temp. (C),Wellhead Press (psi),MMCFD- gas,BOPD (barrel of oil produced per day),BWPD (barrel of water produced per day),BSW - basic solid and water (%),CO2 mol. (%) @ 25 C & 1 Atm.,Gas Grav.,CR-corrosion defect 
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
58.77,1181.98,1.89,1519.22,1835.72,66.35,4.2519,0.8735,0.3425
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
57.4,1796.2,5.5,1265.85,2465.96,51.03,4.004,0.8382,0.0095
65.59,2196.76,14.83,924.67,658.18,67.77,3.0498,0.8979,0.2688
63.39,1718.45,16.26,1193.84,1568.24,49.53,1.6094,0.9163,0.0602
72.05,2026.61,17.54,191.77,7185.59,32.67,3.341,0.8637,0.2384
63.06,1834.03,2.57,216.13,1098.01,1.86,3.1695,0.8902,0.0145
71.64,940.18,11.49,1637.77,5559.94,78.9,2.6978,0.9102,0.1975
47.01,451.04,12.56,573.26,5711.91,70.94,4.2982,0.8468,0.0576
52.3,399.8,14.35,424.61,187.8,43.75,3.6907,0.7521,0.2342
45.12,1953.51,16.98,580.69,2197.55,66.33,3.0405,0.8419,0.3102
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
53.71,1885.35,8.93,1057.63,527.69,31.18,3.281,0.7794,0.2613
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
62.83,1637.4,6.13,657.2,6273.53,58.81,0.8189,0.814,0.0995
65.92,1579.85,5.92,503.63,422.89,28.3,3.3535,0.9197,0.3834
66.89,1622.95,5.16,277.07,1195.06,89.22,3.4979,0.9002,0.2007
42.89,1168.89,13.59,787.55,3932.57,19.76,2.2591,0.7281,0.2863
45.7,1344.31,10.0,1341.75,3067.41,22.71,2.6811,0.7194,0.2124
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
62.43,1927.39,10.84,1816.67,3027.68,8.54,1.6219,0.8028,0.1932
62.9,1874.52,16.51,2082.66,675.4,10.5,3.021,0.8429,0.2937
49.57,1723.08,14.77,1192.42,3474.09,3.93,3.1818,0.7636,0.1704
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
62.08,1314.48,3.77,1851.74,7551.4,69.8,1.8533,0.8138,0.2215
52.33,1521.23,5.67,265.79,9029.09,44.35,3.6541,0.8158,0.0082
62.88,479.15,5.87,1802.88,3167.28,3.16,0.6786,0.9136,0.1559
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
64.93,1397.75,5.04,1639.18,3132.28,23.56,2.0979,0.8144,0.396
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
49.22,1237.29,16.4,251.03,4236.51,27.03,4.1987,0.8516,0.3396
59.22,1229.22,2.16,1854.6,6676.2,26.99,2.4837,0.8622,0.1594
65.32,784.93,14.69,1009.34,7764.92,34.52,1.306,0.8758,0.3593
59.62,1056.34,16.83,1585.83,7017.74,2.26,3.1142,0.9283,0.0986
49.22,1237.29,16.4,251.03,4236.51,27.03,4.1987,0.8516,0.3396
44.92,1117.49,13.22,1003.04,454.09,62.37,1.4029,0.7365,0.1019
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
64.42,1993.15,5.14,292.3,3817.28,67.7,2.7553,0.8515,0.3464
61.35,1650.71,7.87,1895.26,3034.71,9.86,2.4773,0.8306,0.2218
65.1,801.78,6.71,1172.73,2993.59,54.95,2.3349,0.9004,0.3312
42.72,1899.77,14.89,1437.66,4176.87,49.46,3.9529,0.7561,0.1687
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
52.71,2009.21,12.81,695.03,540.71,14.04,3.0474,0.7897,0.1722
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
45.27,948.74,3.9,480.06,6251.32,23.71,4.1899,0.7915,0.3997
65.1,801.78,6.71,1172.73,2993.59,54.95,2.3349,0.9004,0.3312
66.52,1444.83,1.35,1356.54,8812.39,62.2,3.2985,0.7247,0.3672
68.26,568.19,4.67,1381.38,585.66,23.17,2.0838,0.8788,0.3882
50.91,1947.62,2.6,595.57,4577.01,57.86,2.9841,0.7867,0.2883
64.1,2177.19,7.77,631.53,380.88,17.5,2.1774,0.8633,0.1271
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
59.69,1958.51,10.9,524.93,8549.41,17.41,3.3938,0.8347,0.1026
68.52,1157.1,0.69,388.77,2360.98,27.0,2.8411,0.8721,0.2829
54.03,1753.27,0.61,510.65,7086.33,66.45,3.5445,0.8556,0.351
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
61.69,822.91,9.55,553.94,8578.58,12.58,4.2399,0.9035,0.2955
65.36,1548.2,1.76,2033.13,2794.33,54.28,1.2599,0.7266,0.1989
64.42,1430.39,5.28,507.55,7125.08,0.75,3.5693,0.8106,0.2714
53.71,1885.35,8.93,1057.63,527.69,31.18,3.281,0.7794,0.2613
61.23,1247.95,7.34,1375.09,7200.98,54.42,0.8193,0.8818,0.1465
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
45.69,1674.08,3.42,1312.84,3476.96,23.08,3.8039,0.794,0.0022
42.38,1951.49,7.82,597.24,3687.07,74.69,1.3834,0.7413,0.2056
60.66,2200.0,12.06,240.5,3656.68,3.96,2.8043,0.9101,0.2825
59.92,1928.88,14.77,668.39,1286.57,39.26,4.1734,0.9197,0.0077
64.62,1974.29,14.47,2084.36,1776.2,61.06,1.8219,0.9004,0.3526
69.37,816.24,13.02,1607.37,8337.96,26.74,3.1904,0.843,0.3053
64.28,1067.15,6.88,1370.42,7620.98,83.17,2.2258,0.9,0.1482
61.92,2092.3,6.17,2086.64,9314.26,74.92,0.9643,0.8611,0.3444
62.15,1020.51,0.6,902.48,1250.29,79.87,2.8308,0.8911,0.116
52.57,2073.58,15.68,1418.45,831.72,0.21,3.3518,0.791,0.258
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
59.76,1869.52,2.79,439.61,6073.16,15.93,3.8375,0.7137,0.0337
66.01,1914.51,1.49,565.07,463.15,5.5,1.0842,0.8348,0.0438
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
45.2,1147.65,0.86,1337.99,9290.42,41.77,3.9136,0.7437,0.0839
62.88,479.15,5.87,1802.88,3167.28,3.16,0.6786,0.9136,0.1559
66.9,1537.04,11.81,1432.65,7300.19,16.33,2.0667,0.792,0.3899
65.59,2196.76,14.83,924.67,658.18,67.77,3.0498,0.8979,0.2688
63.8,2299.26,4.28,1661.59,1916.5,81.31,1.8799,0.7693,0.3153
65.36,1548.2,1.76,2033.13,2794.33,54.28,1.2599,0.7266,0.1989
50.92,1810.29,6.07,877.64,5503.97,1.24,3.4552,0.7515,0.3033
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
66.46,1040.12,9.97,1129.93,4098.33,38.9,2.3368,0.8718,0.1763
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
62.88,479.15,5.87,1802.88,3167.28,3.16,0.6786,0.9136,0.1559
45.2,1147.65,0.86,1337.99,9290.42,41.77,3.9136,0.7437,0.0839
58.39,1650.84,2.92,1117.68,1514.01,85.52,3.1766,0.7379,0.0461
47.57,1665.22,9.01,1042.06,2502.49,71.5,2.8185,0.783,0.0624
59.95,1319.66,2.14,632.76,7216.07,49.24,2.9447,0.8935,0.3719
67.54,699.02,6.44,170.41,4884.65,64.2,1.6333,0.8917,0.32
61.34,2169.53,3.33,139.52,9248.56,20.77,0.7961,0.7378,0.0386
54.52,690.67,2.83,721.98,2919.52,50.15,4.1323,0.7598,0.0465
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
53.71,1885.35,8.93,1057.63,527.69,31.18,3.281,0.7794,0.2613
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
73.87,2142.23,13.52,483.38,6630.13,69.38,2.2272,0.8526,0.044
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
56.27,1613.28,4.99,392.29,8568.67,71.69,3.8541,0.721,0.386
59.85,1830.25,3.54,200.5,5435.63,12.81,1.8748,0.9319,0.12
73.66,1037.44,0.64,1201.83,4958.62,39.33,3.6512,0.778,0.0761
60.6,1046.89,10.75,1861.34,6913.02,0.23,2.2427,0.8558,0.2197
48.7,1298.57,16.91,1492.6,3155.0,41.9,4.2422,0.7561,0.2136
71.64,940.18,11.49,1637.77,5559.94,78.9,2.6978,0.9102,0.1975
62.2,468.31,0.28,1984.12,9267.91,17.72,2.8096,0.7435,0.2966
49.55,1309.51,7.11,528.47,515.59,38.68,2.8746,0.7797,0.1632
72.47,395.05,12.17,871.88,8528.18,55.98,1.4794,0.7952,0.1801
63.49,678.45,9.85,2034.2,2059.55,89.26,0.7368,0.8685,0.1123
72.05,980.89,6.9,556.06,3302.86,41.75,1.1707,0.825,0.0359
50.91,1947.62,2.6,595.57,4577.01,57.86,2.9841,0.7867,0.2883
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
68.14,825.02,8.36,496.92,3154.97,61.02,3.1912,0.9147,0.1351
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
70.6,1960.97,7.96,899.7,2602.65,36.78,2.5358,0.8216,0.133
62.15,907.53,6.55,1284.67,3368.75,46.7,1.8204,0.917,0.0515
67.97,1605.73,14.73,1052.67,4935.54,10.8,3.2064,0.8352,0.0123
72.05,980.89,6.9,556.06,3302.86,41.75,1.1707,0.825,0.0359
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
68.71,508.17,10.62,1482.24,5147.53,87.63,3.1177,0.9197,0.3641
67.15,1667.86,16.52,1128.13,2523.74,75.02,0.7811,0.8528,0.0499
64.2,1883.15,6.56,516.85,3275.38,77.36,2.1252,0.8687,0.293
59.76,1869.52,2.79,439.61,6073.16,15.93,3.8375,0.7137,0.0337
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
51.57,788.81,9.64,536.32,4550.08,63.51,3.9108,0.7769,0.2918
45.14,453.79,13.39,1670.8,2852.91,3.85,3.2667,0.7178,0.215
42.03,1132.67,6.81,872.9,3158.02,22.23,3.2233,0.7806,0.0037
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
63.31,2123.06,3.02,1312.97,7691.87,65.61,3.1973,0.7565,0.0009
69.37,816.24,13.02,1607.37,8337.96,26.74,3.1904,0.843,0.3053
52.97,1598.2,13.73,1624.13,964.31,85.11,4.0609,0.7791,0.3593
71.33,1448.03,2.88,1484.29,231.0,46.82,3.6421,0.8217,0.0833
64.2,1883.15,6.56,516.85,3275.38,77.36,2.1252,0.8687,0.293
68.52,1157.1,0.69,388.77,2360.98,27.0,2.8411,0.8721,0.2829
71.64,940.18,11.49,1637.77,5559.94,78.9,2.6978,0.9102,0.1975
42.38,1951.49,7.82,597.24,3687.07,74.69,1.3834,0.7413,0.2056
73.39,858.7,1.06,527.73,5638.43,48.97,3.8779,0.8402,0.3851
62.83,1637.4,6.13,657.2,6273.53,58.81,0.8189,0.814,0.0995
66.88,1774.83,0.62,1334.92,1441.04,50.74,3.0227,0.7922,0.3178
67.15,1667.86,16.52,1128.13,2523.74,75.02,0.7811,0.8528,0.0499
61.69,822.91,9.55,553.94,8578.58,12.58,4.2399,0.9035,0.2955
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
62.2,468.31,0.28,1984.12,9267.91,17.72,2.8096,0.7435,0.2966
66.52,1444.83,1.35,1356.54,8812.39,62.2,3.2985,0.7247,0.3672
57.87,2296.62,4.21,137.03,2811.85,23.91,3.0893,0.7655,0.1062
69.97,601.76,13.58,1108.59,9291.77,29.86,3.9407,0.8603,0.1142
49.89,2021.2,12.8,816.97,4176.02,72.97,4.2546,0.7696,0.1046
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
62.68,1135.01,15.82,1852.27,6712.01,43.24,0.8533,0.9237,0.2361
41.29,1377.9,15.39,902.62,782.01,40.05,1.3085,0.7331,0.3544
65.36,1548.2,1.76,2033.13,2794.33,54.28,1.2599,0.7266,0.1989
55.19,1641.6,5.11,1592.81,3196.83,82.86,3.9951,0.7304,0.0066
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
51.82,2047.49,1.82,1397.45,479.31,67.74,2.2359,0.7408,0.3721
66.88,1774.83,0.62,1334.92,1441.04,50.74,3.0227,0.7922,0.3178
68.53,1045.82,14.4,810.01,5990.46,31.82,3.2109,0.905,0.2543
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
66.09,2104.48,13.24,581.49,3757.23,21.31,4.1116,0.8898,0.2161
42.72,1899.77,14.89,1437.66,4176.87,49.46,3.9529,0.7561,0.1687
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
56.63,2178.24,6.29,1152.8,8609.06,6.83,3.5037,0.8717,0.3287
46.44,939.73,0.96,1586.07,2441.85,70.71,3.1392,0.7428,0.3961
53.26,622.53,1.92,264.9,7965.68,51.23,4.122,0.7633,0.2582
49.22,1237.29,16.4,251.03,4236.51,27.03,4.1987,0.8516,0.3396
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
70.66,1030.58,3.38,1746.19,3838.25,25.39,3.1029,0.7782,0.3008
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
72.7,1209.24,5.93,1496.02,3411.83,17.74,2.3435,0.7729,0.1257
65.62,1288.47,2.09,1719.14,1577.26,7.64,3.1566,0.8041,0.2189
60.66,2200.0,12.06,240.5,3656.68,3.96,2.8043,0.9101,0.2825
67.74,1824.78,12.2,1994.49,774.15,30.13,2.9341,0.8225,0.3726
66.46,1529.61,8.07,1185.07,3902.61,63.76,2.1925,0.8527,0.1158
43.22,670.72,4.12,413.98,3259.89,21.62,2.6736,0.731,0.3309
67.21,382.08,10.12,338.47,5116.18,8.73,3.115,0.9187,0.1169
48.32,1519.05,14.14,183.79,8766.57,56.47,1.8115,0.7234,0.0491
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
58.28,2317.23,3.95,1785.6,2574.55,64.16,3.3954,0.921,0.2655
60.03,1100.49,3.49,388.56,9186.01,46.83,4.1784,0.7743,0.0618
68.57,902.06,2.26,984.58,7329.98,56.02,2.3996,0.7747,0.2783
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
54.03,1753.27,0.61,510.65,7086.33,66.45,3.5445,0.8556,0.351
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
67.74,1824.78,12.2,1994.49,774.15,30.13,2.9341,0.8225,0.3726
64.53,1392.21,4.68,635.27,8879.25,40.04,3.2478,0.8116,0.36
67.74,1824.78,12.2,1994.49,774.15,30.13,2.9341,0.8225,0.3726
41.63,1277.14,10.37,275.56,6904.14,19.59,4.1772,0.8277,0.3672
65.92,1579.85,5.92,503.63,422.89,28.3,3.3535,0.9197,0.3834
66.48,1818.58,9.99,682.84,7574.8,36.32,1.8927,0.8148,0.335
47.01,451.04,12.56,573.26,5711.91,70.94,4.2982,0.8468,0.0576
59.84,1972.03,4.44,129.47,7202.17,57.92,0.9535,0.8511,0.1221
48.61,2288.13,15.0,1551.32,1227.3,69.33,3.4605,0.8137,0.0225
67.15,1667.86,16.52,1128.13,2523.74,75.02,0.7811,0.8528,0.0499
64.11,1265.04,15.18,2012.18,1934.8,41.16,2.8399,0.9184,0.0274
61.23,1247.95,7.34,1375.09,7200.98,54.42,0.8193,0.8818,0.1465
47.4,2132.88,11.05,796.1,8781.34,6.95,3.5159,0.7745,0.1084
66.66,539.36,8.88,1436.27,6842.1,81.3,1.7695,0.8436,0.266
65.68,1462.8,2.78,539.19,1133.33,85.55,1.5126,0.8781,0.3281
60.49,2231.32,11.13,649.43,883.99,84.07,3.9449,0.8882,0.3157
60.66,2200.0,12.06,240.5,3656.68,3.96,2.8043,0.9101,0.2825
42.21,1546.96,16.8,1171.37,5546.93,28.8,3.2012,0.7488,0.1727
69.97,601.76,13.58,1108.59,9291.77,29.86,3.9407,0.8603,0.1142
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
61.88,1686.65,1.98,758.13,2265.73,27.34,4.0476,0.8167,0.0411
72.7,1209.24,5.93,1496.02,3411.83,17.74,2.3435,0.7729,0.1257
64.93,1397.75,5.04,1639.18,3132.28,23.56,2.0979,0.8144,0.396
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
59.95,1319.66,2.14,632.76,7216.07,49.24,2.9447,0.8935,0.3719
65.04,1496.1,8.48,324.23,7665.46,75.68,1.6262,0.8288,0.2027
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
45.12,1953.51,16.98,580.69,2197.55,66.33,3.0405,0.8419,0.3102
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
44.8,1622.26,2.06,1450.64,7863.33,5.27,3.8233,0.7258,0.2391
67.97,1605.73,14.73,1052.67,4935.54,10.8,3.2064,0.8352,0.0123
66.72,1468.95,0.28,327.7,1160.36,67.22,3.3854,0.8859,0.2655
65.36,1548.2,1.76,2033.13,2794.33,54.28,1.2599,0.7266,0.1989
56.81,2242.44,1.71,1470.6,5929.47,14.83,2.0084,0.7927,0.0031
41.63,1277.14,10.37,275.56,6904.14,19.59,4.1772,0.8277,0.3672
64.13,2058.81,2.53,1307.94,5815.68,21.06,4.1099,0.7434,0.4052
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
50.64,1520.8,11.5,264.16,460.78,17.57,4.2585,0.8725,0.3369
64.53,1392.21,4.68,635.27,8879.25,40.04,3.2478,0.8116,0.36
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
54.76,1805.11,7.27,749.81,1056.15,80.99,3.352,0.8973,0.0036
52.78,1676.32,1.58,647.15,4290.88,42.98,3.9323,0.8216,0.3597
63.49,678.45,9.85,2034.2,2059.55,89.26,0.7368,0.8685,0.1123
71.18,927.34,3.33,1386.49,6820.49,21.79,1.9065,0.7336,0.3081
50.99,2109.37,13.77,367.53,342.91,31.45,1.6719,0.7272,0.3054
43.22,670.72,4.12,413.98,3259.89,21.62,2.6736,0.731,0.3309
53.37,1743.41,1.97,1055.9,1596.67,80.97,2.0525,0.714,0.2549
43.95,1879.46,10.52,517.26,567.07,16.05,2.003,0.7576,0.3743
59.74,1930.84,16.96,1486.35,4202.83,3.7,2.3477,0.8946,0.1137
52.55,2097.23,3.87,500.73,7018.71,71.64,2.3926,0.7428,0.2763
48.17,1836.49,15.16,300.05,3099.48,55.39,3.5601,0.8649,0.2749
49.57,1723.08,14.77,1192.42,3474.09,3.93,3.1818,0.7636,0.1704
65.36,1548.2,1.76,2033.13,2794.33,54.28,1.2599,0.7266,0.1989
65.68,1462.8,2.78,539.19,1133.33,85.55,1.5126,0.8781,0.3281
63.31,2123.06,3.02,1312.97,7691.87,65.61,3.1973,0.7565,0.0009
65.22,2086.47,2.58,1143.21,7797.39,49.31,3.5119,0.7355,0.1722
49.57,1723.08,14.77,1192.42,3474.09,3.93,3.1818,0.7636,0.1704
62.43,1927.39,10.84,1816.67,3027.68,8.54,1.6219,0.8028,0.1932
43.95,1879.46,10.52,517.26,567.07,16.05,2.003,0.7576,0.3743
59.37,1841.74,9.26,1663.3,9042.61,9.34,1.5966,0.9034,0.3291
52.86,1869.11,4.32,1452.12,40.61,62.4,2.5569,0.7465,0.3754
69.27,1516.68,8.79,807.8,1583.91,70.52,0.8584,0.8417,0.284
60.66,2200.0,12.06,240.5,3656.68,3.96,2.8043,0.9101,0.2825
69.33,2002.62,6.83,833.82,8885.31,77.69,3.3163,0.9183,0.3487
67.57,1604.28,9.24,1795.34,3022.33,16.49,2.847,0.8053,0.3583
42.03,1132.67,6.81,872.9,3158.02,22.23,3.2233,0.7806,0.0037
62.2,468.31,0.28,1984.12,9267.91,17.72,2.8096,0.7435,0.2966
50.92,1810.29,6.07,877.64,5503.97,1.24,3.4552,0.7515,0.3033
64.2,870.71,11.75,1596.52,1763.77,6.39,3.7048,0.8845,0.016
47.17,1599.25,12.28,990.58,1288.75,5.67,3.3752,0.8009,0.1568
42.38,1951.49,7.82,597.24,3687.07,74.69,1.3834,0.7413,0.2056
47.01,451.04,12.56,573.26,5711.91,70.94,4.2982,0.8468,0.0576
66.88,1774.83,0.62,1334.92,1441.04,50.74,3.0227,0.7922,0.3178
50.94,2240.19,6.72,647.65,5117.86,63.31,2.5736,0.7396,0.3453
53.55,2300.61,16.9,1130.32,2997.89,34.22,4.1319,0.7111,0.2839
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
60.05,1985.6,5.89,632.01,6376.8,51.78,3.0959,0.8588,0.0568
61.1,961.26,1.27,1659.98,2363.88,28.07,3.2005,0.8745,0.1771
60.87,1459.18,6.15,953.41,2655.54,11.47,4.2195,0.8612,0.0616
66.48,1818.58,9.99,682.84,7574.8,36.32,1.8927,0.8148,0.335
65.92,762.98,6.99,810.38,1177.58,29.27,0.8938,0.9227,0.2845
68.21,1883.68,2.73,610.06,6343.57,9.71,0.933,0.7421,0.4044
47.01,451.04,12.56,573.26,5711.91,70.94,4.2982,0.8468,0.0576
52.43,1320.05,12.89,830.54,6383.1,27.74,3.7864,0.7163,0.116
53.71,1885.35,8.93,1057.63,527.69,31.18,3.281,0.7794,0.2613
67.92,1296.16,11.19,131.05,7558.35,28.14,3.8961,0.8541,0.0881
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
51.66,847.59,4.17,755.28,7585.06,23.04,3.7994,0.7152,0.2243
61.94,555.47,8.44,1600.76,7134.43,38.3,2.4181,0.9285,0.2297
66.52,1444.83,1.35,1356.54,8812.39,62.2,3.2985,0.7247,0.3672
63.68,976.11,0.84,478.47,940.67,85.63,1.163,0.9165,0.023
66.34,2015.57,10.02,1426.04,4271.01,52.83,1.9202,0.837,0.053
73.06,977.02,10.17,1094.82,5639.4,58.5,2.0721,0.8352,0.3867
59.42,2115.28,15.19,1069.42,6438.83,5.33,2.6318,0.9007,0.2778
50.68,1092.04,9.65,724.14,4238.78,34.4,4.2309,0.7856,0.3617
73.75,1085.45,9.97,533.28,8979.01,42.41,3.3891,0.8375,0.3159
46.73,712.55,0.75,626.41,7858.41,18.02,3.7482,0.7318,0.1887
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
66.9,1439.45,4.49,490.12,50.65,76.59,0.8259,0.8843,0.2347
69.27,1516.68,8.79,807.8,1583.91,70.52,0.8584,0.8417,0.284
61.38,626.38,1.07,1481.64,8451.72,23.85,1.8926,0.8306,0.223
66.63,1945.21,7.92,1117.32,8980.52,46.65,1.6905,0.7849,0.3941
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
64.09,2011.01,5.56,1389.55,5549.71,39.07,1.3949,0.7502,0.1632
66.52,1444.83,1.35,1356.54,8812.39,62.2,3.2985,0.7247,0.3672
65.59,2196.76,14.83,924.67,658.18,67.77,3.0498,0.8979,0.2688
47.25,1550.98,0.23,174.7,2602.78,76.2,3.6172,0.8723,0.2243
59.77,1723.01,10.44,2038.31,120.68,72.9,1.767,0.8881,0.2616
61.62,1525.17,2.19,984.56,1619.44,28.92,0.7805,0.9312,0.1901
61.92,1747.29,9.78,1330.45,271.36,33.15,1.5495,0.9069,0.2079
62.29,1168.0,11.65,260.16,8306.33,78.48,1.5651,0.8892,0.0391
45.08,562.06,3.3,643.99,3392.51,80.41,2.7281,0.7621,0.3063
59.91,2133.8,8.21,475.66,3007.55,49.98,1.5793,0.9241,0.0581
66.24,1510.37,3.79,289.57,966.75,15.27,0.8745,0.8885,0.1834
66.72,2305.97,14.9,211.59,2511.9,18.05,3.2229,0.8763,0.0836
59.85,1830.25,3.54,200.5,5435.63,12.81,1.8748,0.9319,0.12
60.49,2231.32,11.13,649.43,883.99,84.07,3.9449,0.8882,0.3157
63.68,976.11,0.84,478.47,940.67,85.63,1.163,0.9165,0.023
65.59,2196.76,14.83,924.67,658.18,67.77,3.0498,0.8979,0.2688
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
68.52,1157.1,0.69,388.77,2360.98,27.0,2.8411,0.8721,0.2829
62.15,1020.51,0.6,902.48,1250.29,79.87,2.8308,0.8911,0.116
58.39,1650.84,2.92,1117.68,1514.01,85.52,3.1766,0.7379,0.0461
72.16,1888.91,13.19,1025.23,3410.71,39.87,2.4332,0.8615,0.3764
63.13,499.27,3.96,1677.15,6693.85,81.42,1.4484,0.836,0.3364
65.52,407.02,5.77,1951.34,1505.43,63.47,3.5419,0.8766,0.2704
73.01,1256.75,4.31,299.34,4444.55,64.23,1.3651,0.8103,0.1449
62.9,1874.52,16.51,2082.66,675.4,10.5,3.021,0.8429,0.2937
58.77,1181.98,1.89,1519.22,1835.72,66.35,4.2519,0.8735,0.3425
55.51,1635.42,0.42,724.31,2371.9,66.82,3.6023,0.8231,0.3944
42.89,1168.89,13.59,787.55,3932.57,19.76,2.2591,0.7281,0.2863
47.57,1665.22,9.01,1042.06,2502.49,71.5,2.8185,0.783,0.0624
42.22,1913.76,16.12,1213.19,1114.85,3.21,1.7775,0.7263,0.3267
41.07,1956.4,6.83,200.97,4043.4,5.53,3.6614,0.8262,0.3523
66.9,1439.45,4.49,490.12,50.65,76.59,0.8259,0.8843,0.2347
63.13,1354.5,2.41,747.03,7460.22,4.57,0.7789,0.7899,0.0786
50.68,1092.04,9.65,724.14,4238.78,34.4,4.2309,0.7856,0.3617
47.46,2243.44,2.42,727.07,4184.95,37.04,2.5155,0.7695,0.0027
52.57,2073.58,15.68,1418.45,831.72,0.21,3.3518,0.791,0.258
56.63,2178.24,6.29,1152.8,8609.06,6.83,3.5037,0.8717,0.3287
68.1,1000.12,10.65,928.1,6300.24,48.47,2.9994,0.8981,0.3664
65.59,2196.76,14.83,924.67,658.18,67.77,3.0498,0.8979,0.2688
72.7,1209.24,5.93,1496.02,3411.83,17.74,2.3435,0.7729,0.1257
66.52,1444.83,1.35,1356.54,8812.39,62.2,3.2985,0.7247,0.3672
73.71,428.83,7.26,773.78,6907.87,62.04,2.948,0.8361,0.2398
64.09,2011.01,5.56,1389.55,5549.71,39.07,1.3949,0.7502,0.1632
59.05,2312.92,10.71,1819.62,2784.01,17.13,3.4216,0.8217,0.0465
54.76,1805.11,7.27,749.81,1056.15,80.99,3.352,0.8973,0.0036
59.6,2170.54,4.87,1542.79,8850.68,21.41,2.4242,0.7939,0.3314
45.27,948.74,3.9,480.06,6251.32,23.71,4.1899,0.7915,0.3997
